condition_id,model,pmse_mean,pmse_std,n
56,gbrt,0.6137694124610628,,1
56,hist_gbrt,0.5531693418873774,,1
56,knn,0.7481124929310741,,1
56,lasso,0.4385857880115509,,1
56,rf,0.6299421581093823,,1
56,ridge,0.4399704337120056,,1
57,elastic_net,0.5638183951377869,,1
57,extra_trees,0.5471195963790723,,1
57,gbrt,0.5376400814156865,,1
57,hist_gbrt,0.5311721284044222,,1
57,knn,0.5849436775937579,,1
57,lasso,0.5638130307197571,,1
57,rf,0.5461048508076729,,1
57,ridge,0.5632734298706055,,1
58,elastic_net,0.049930766224861145,,1
58,extra_trees,0.057834741132383925,,1
58,gbrt,0.05720952378770346,,1
58,hist_gbrt,0.07510448613668383,,1
58,knn,0.13729754342500144,,1
58,lasso,0.049878548830747604,,1
58,rf,0.071658975062793,,1
58,ridge,0.04937303811311722,,1
59,elastic_net,0.39947181940078735,,1
59,extra_trees,0.6722631528039453,,1
59,gbrt,0.6465261626837756,,1
59,hist_gbrt,0.684939517660325,,1
59,knn,0.7384874329848776,,1
59,lasso,0.39970827102661133,,1
59,rf,0.6981936260784786,,1
59,ridge,0.4001196026802063,,1
60,elastic_net,0.4027315080165863,,1
60,extra_trees,0.4361014257904886,,1
60,gbrt,0.4725440401350034,,1
60,hist_gbrt,0.4754535480682661,,1
60,knn,0.5172523554713463,,1
60,lasso,0.4030623435974121,,1
60,rf,0.46383353578582875,,1
60,ridge,0.4025213420391083,,1
61,elastic_net,0.011617233045399189,,1
61,extra_trees,0.36727305244001407,,1
61,gbrt,0.3115091937372335,,1
61,hist_gbrt,0.2948671858035504,,1
61,knn,0.42156452924399823,,1
61,lasso,0.009802278131246567,,1
61,rf,0.34960063234939864,,1
61,ridge,0.027137888595461845,,1
62,elastic_net,0.036298491060733795,,1
62,extra_trees,0.09124322518561785,,1
62,gbrt,0.08753952294363858,,1
62,hist_gbrt,0.06900266406027514,,1
62,knn,0.14738785424706533,,1
62,lasso,0.03667745739221573,,1
62,rf,0.12441467653551092,,1
62,ridge,0.03643170744180679,,1
63,elastic_net,0.44550707936286926,,1
63,extra_trees,0.6140018954260652,,1
63,gbrt,0.6207840318407221,,1
63,hist_gbrt,0.6438898424491555,,1
63,knn,0.6667496158957823,,1
63,lasso,0.4454808235168457,,1
63,rf,0.6377349558506646,,1
63,ridge,0.44564157724380493,,1
64,elastic_net,0.28479453921318054,,1
64,extra_trees,0.3590264412703548,,1
64,gbrt,0.3487244585856252,,1
64,hist_gbrt,0.3689853660789593,,1
64,knn,0.3904431777270186,,1
64,lasso,0.28479617834091187,,1
64,rf,0.3617304054553514,,1
64,ridge,0.2848285138607025,,1
65,elastic_net,0.24493032693862915,,1
65,extra_trees,0.4911801627830551,,1
65,gbrt,0.478402302424252,,1
65,hist_gbrt,0.43219096383028643,,1
65,knn,0.5628025312753047,,1
65,lasso,0.24460026621818542,,1
65,rf,0.4999294566344376,,1
65,ridge,0.2427845448255539,,1
66,elastic_net,0.16937138140201569,,1
66,extra_trees,0.4429725101338836,,1
66,gbrt,0.45466789926355694,,1
66,hist_gbrt,0.3751141751685172,,1
66,knn,0.6548006720110102,,1
66,lasso,0.16924569010734558,,1
66,rf,0.4951526112451026,,1
66,ridge,0.16914495825767517,,1
67,elastic_net,0.002852896461263299,,1
67,extra_trees,0.04225869170949657,,1
67,gbrt,0.03996047265031774,,1
67,hist_gbrt,0.05219981080874654,,1
67,knn,0.07992490178305735,,1
67,lasso,0.0031250319443643093,,1
67,rf,0.056859065692210525,,1
67,ridge,0.0032210792414844036,,1
68,elastic_net,0.6621958613395691,,1
68,extra_trees,0.639853945439385,,1
68,gbrt,0.6736511022454786,,1
68,hist_gbrt,0.7562989493989564,,1
68,knn,0.6674699612834918,,1
68,lasso,0.6619453430175781,,1
68,rf,0.6692175450698518,,1
68,ridge,0.6607263088226318,,1
69,elastic_net,0.03172430396080017,,1
69,extra_trees,0.09553353076211445,,1
69,gbrt,0.11899229594013708,,1
69,hist_gbrt,0.16408494523926256,,1
69,knn,0.1768772583777786,,1
69,lasso,0.03147706389427185,,1
69,rf,0.12291616390515349,,1
69,ridge,0.04246118292212486,,1
70,elastic_net,0.30775243043899536,,1
70,extra_trees,0.31009014305086224,,1
70,gbrt,0.3272017627936885,,1
70,hist_gbrt,0.32540270330883575,,1
70,knn,0.38743385017196524,,1
70,lasso,0.30750036239624023,,1
70,rf,0.3168353062250425,,1
70,ridge,0.3069998621940613,,1
71,elastic_net,0.42227089405059814,,1
71,extra_trees,0.34921293256692615,,1
71,gbrt,0.3493881368672716,,1
71,hist_gbrt,0.32081506792317505,,1
71,knn,0.45449801940972256,,1
71,lasso,0.4220764636993408,,1
71,rf,0.38485822844805045,,1
71,ridge,0.42230385541915894,,1
72,elastic_net,0.22596164047718048,,1
72,extra_trees,0.23714766726047826,,1
72,gbrt,0.27275540497389344,,1
72,hist_gbrt,0.318800529975447,,1
72,knn,0.3756927109130387,,1
72,lasso,0.2256498485803604,,1
72,rf,0.28319111764296745,,1
72,ridge,0.225441575050354,,1
73,elastic_net,0.3401392698287964,,1
73,extra_trees,0.4702990206934149,,1
73,gbrt,0.4296537299286377,,1
73,hist_gbrt,0.5207080141585658,,1
73,knn,0.5440380238396023,,1
73,lasso,0.33995240926742554,,1
73,rf,0.5271241200656771,,1
73,ridge,0.3398391902446747,,1
74,elastic_net,0.0010607209987938404,,1
74,extra_trees,0.11399283871016908,,1
74,gbrt,0.10572187896207504,,1
74,hist_gbrt,0.10943636705282367,,1
74,knn,0.26699679941610444,,1
74,lasso,0.0017421292141079903,,1
74,rf,0.14249309161707097,,1
74,ridge,0.0025160820223391056,,1
75,elastic_net,0.028501959517598152,,1
75,extra_trees,0.4229398294585319,,1
75,gbrt,0.25186626343085156,,1
75,hist_gbrt,0.21650278813843415,,1
75,knn,0.4911681675922691,,1
75,lasso,0.0286664180457592,,1
75,rf,0.44585897538760466,,1
75,ridge,0.028257738798856735,,1
76,elastic_net,0.38629400730133057,,1
76,extra_trees,0.6203313380192803,,1
76,gbrt,0.5149059362816405,,1
76,hist_gbrt,0.5538786400399767,,1
76,knn,0.6875582459507582,,1
76,lasso,0.38657525181770325,,1
76,rf,0.5976405752081134,,1
76,ridge,0.3870379328727722,,1
77,elastic_net,0.002013250021263957,,1
77,extra_trees,0.10292644929721771,,1
77,gbrt,0.088138519551489,,1
77,hist_gbrt,0.06495446418217897,,1
77,knn,0.17447023592594801,,1
77,lasso,0.0026820709463208914,,1
77,rf,0.14954853693618186,,1
77,ridge,0.005444972310215235,,1
78,elastic_net,0.8161455392837524,,1
78,extra_trees,0.804421247698836,,1
78,gbrt,0.8282774253075402,,1
78,hist_gbrt,0.8100193717812234,,1
78,knn,0.9679087567372068,,1
78,lasso,0.8151195049285889,,1
78,rf,0.8322258660649091,,1
78,ridge,0.8156023025512695,,1
79,elastic_net,0.21872422099113464,,1
79,extra_trees,0.37067986619755616,,1
79,gbrt,0.3275563684045524,,1
79,hist_gbrt,0.36191345845516304,,1
79,knn,0.37522965514404966,,1
79,lasso,0.21924923360347748,,1
79,rf,0.3615467928796904,,1
79,ridge,0.22051382064819336,,1
80,elastic_net,0.516150712966919,,1
80,extra_trees,0.6657197159581808,,1
80,gbrt,0.5831140829235198,,1
80,hist_gbrt,0.5830555275261041,,1
